frame,dF_F
1806,-2.9626
1807,-3.0759
1808,-3.0462
1809,-3.1643
1810,-3.023
1811,-2.857
1812,-3.0289
1813,-3.1283
1814,-3.1622
1815,-3.2353
1816,-3.3071
1817,-3.3665
1818,-3.4297
1819,-3.4925
1820,-3.4916
1821,-3.6346
1822,-3.7524
1823,-3.7339
1824,-3.8701
1825,-3.882
1826,-3.8733
1827,-3.9262
1828,-3.8807
1829,-3.9168
1830,-3.9564
1831,-4.0007
1832,-4.0764
1833,-4.0564
1834,-4.2278
1835,-4.2506
1836,-4.3188
1837,-4.408
1838,-4.3997
1839,-4.4999
1840,-4.5323
1841,-4.6129
1842,-4.682
1843,-4.6404
1844,-4.7148
1845,-4.6968
1846,-4.7258
1847,-4.8333
1848,-4.9054
1849,-4.9815
1850,-5.0814
1851,-4.9555
1852,-5.0027
1853,-5.0087
1854,-4.9811
1855,-4.895
1856,-4.6994
1857,-2.8655
1858,-2.9644
1859,-2.7882
1860,-2.8629
1861,-3.0844
1862,-3.3224
1863,-3.5642
1864,-3.6982
1865,-3.7452
1866,-3.8506
1867,-3.2486
1868,-2.1965
1869,-2.4934
1870,-2.3718
1871,-2.6229
1872,-2.9259
1873,-3.0291
1874,-3.2048
1875,-3.2193
1876,-3.3044
1877,-3.4591
1878,-3.5296
1879,-3.5866
1880,-3.6621
1881,-3.7328
1882,-3.6751
1883,-3.6743
1884,-3.6786
1885,-3.6348
1886,-3.6536
1887,-3.7066
1888,-3.7771
1889,-3.7779
1890,-3.7664
1891,-3.895
1892,-3.9452
1893,-3.9428
1894,-3.9411
1895,-3.9213
1896,-3.8436
1897,-3.7493
1898,-2.2895
1899,-0.8936
1900,-0.4075
1901,-0.2851
1902,-0.4112
1903,-0.6099
1904,-0.9475
1905,-1.174
1906,-1.4543
1907,-1.5718
1908,-1.6806
1909,-1.8496
1910,-1.9202
1911,-1.9759
1912,-2.1146
1913,-2.1964
1914,-2.284
1915,-2.3819
1916,-2.4124
1917,-2.414
1918,-2.5386
1919,-2.6472
1920,-2.7038
1921,-2.805
1922,-2.9147
1923,-2.968
1924,-2.9761
1925,-2.9562
1926,-2.9682
1927,-2.9279
1928,-2.9293
1929,-2.9929
1930,-3.0225
1931,-3.0642
1932,-3.0329
1933,-3.0424
1934,-3.0477
1935,-3.1076
1936,-3.0909
1937,-3.1558
1938,-3.1963
1939,-3.2574
1940,-3.3563
1941,-3.4205
1942,-3.5013
1943,-3.5403
1944,-3.5991
1945,-3.5712
1946,-3.5724
1947,-3.5552
1948,-3.6001
1949,-3.5713
1950,-3.5026
1951,-3.5752
1952,-3.6268
1953,-3.5994
1954,-3.6541
1955,-3.6906
1956,-3.5375
1957,-3.4439
1958,-3.5249
1959,-3.625
1960,-3.6076
1961,-3.5661
1962,-2.3514
1963,-1.8162
1964,-1.0184
1965,-0.9674
1966,-1.1714
1967,-1.4719
1968,-1.5938
1969,-1.7579
1970,-1.9775
1971,-2.0559
1972,-2.2073
1973,-2.3398
1974,-2.4598
1975,-2.5843
1976,-2.6568
1977,-2.7434
1978,-2.8422
1979,-2.8803
1980,-2.8962
1981,-2.9967
1982,-3.1046
1983,-3.1513
1984,-3.234
1985,-3.3219
1986,-3.3602
1987,-3.4166
1988,-3.5271
1989,-3.6598
1990,-3.6943
1991,-3.7727
1992,-3.8817
1993,-3.8925
1994,-2.1278
1995,-1.8048
1996,-1.4495
1997,-0.9757
1998,-1.0929
1999,-1.3249
2000,-1.4737
2001,-1.7424
2002,-1.8777
2003,-1.9955
2004,-2.095
2005,-2.1537
2006,-2.3559
2007,-2.541
2008,-2.6957
2009,-2.8181
2010,-2.9637
2011,-2.9933
2012,-3.0899
2013,-3.2116
2014,-3.277
2015,-3.3721
2016,-3.5313
2017,-3.5995
2018,-3.5545
2019,-2.89
2020,-1.8805
2021,-0.9149
2022,-0.614
2023,-0.6636
2024,-1.0394
2025,-1.2479
2026,-1.4382
2027,-1.7203
2028,-1.8645
2029,-2.0621
2030,-2.3419
2031,-2.554
2032,-2.7369
2033,-2.8871
2034,-2.9237
2035,-2.9687
2036,-3.021
2037,-3.0312
2038,-3.1398
2039,-3.2185
2040,-3.2498
2041,-3.2646
2042,-3.2649
2043,-3.1772
2044,-3.0863
2045,-2.8061
2046,-2.7993
2047,-2.5085
2048,-2.6689
2049,-2.8234
2050,-2.9289
2051,-2.982
2052,-3.05
2053,-3.1222
2054,-3.2537
2055,-3.336
2056,-3.4269
2057,-3.5415
2058,-3.6031
2059,-3.6233
2060,-3.6642
2061,-3.6932
2062,-3.6784
2063,-3.7137
2064,-3.7961
2065,-3.8138
2066,-3.8482
2067,-3.9076
2068,-3.9478
2069,-3.9676
2070,-3.979
2071,-4.0381
2072,-4.0146
2073,-3.9791
2074,-4.0747
2075,-4.1291
2076,-4.1316
2077,-4.2144
2078,-4.3019
2079,-4.3465
2080,-4.3487
2081,-4.4858
2082,-4.5708
2083,-4.5833
2084,-4.6017
2085,-4.7361
2086,-4.6629
2087,-2.6307
2088,-1.7695
2089,-1.3066
2090,-1.0267
2091,-1.4671
2092,-1.9542
2093,-2.1374
2094,-1.941
2095,-2.2998
2096,-2.4508
2097,-2.6174
2098,-2.8363
2099,-2.9418
2100,-3.0838
2101,-3.277
2102,-3.3398
2103,-3.4302
2104,-3.521
2105,-3.6514
2106,-3.6897
2107,-3.4491
2108,-3.4064
2109,-3.5286
2110,-3.591
2111,-3.0146
2112,-1.8068
2113,-1.2431
2114,-1.0351
2115,-1.207
2116,-1.3643
2117,-1.5428
2118,-1.7228
2119,-1.8292
2120,-1.9762
2121,-2.0896
2122,-2.1647
2123,-2.3346
2124,-2.4973
2125,-2.5398
2126,-2.5807
2127,-2.6039
2128,-2.6777
2129,-2.7312
2130,-2.7466
2131,-2.7864
2132,-2.888
2133,-2.9632
2134,-3.0322
2135,-3.036
2136,-3.2198
2137,-3.2617
2138,-3.3498
2139,-3.3445
2140,-3.3592
2141,-3.3914
2142,-3.4762
2143,-3.4484
2144,-3.5201
2145,-3.2692
2146,-2.5043
2147,-1.7872
2148,-1.6613
2149,-1.788
2150,-2.0066
2151,-2.2005
2152,-2.3785
2153,-2.5115
2154,-2.6397
2155,-2.7815
2156,-2.9352
2157,-3.029
2158,-3.1974
2159,-3.3256
2160,-3.4241
2161,-3.4908
2162,-3.5865
2163,-3.69
2164,-3.7006
2165,-3.7477
2166,-3.7413
2167,-1.9526
2168,-0.5774
2169,-0.6074
2170,-0.2538
2171,-0.6299
2172,-0.882
2173,-1.0998
2174,-1.5185
2175,-1.7794
2176,-0.9277
2177,-0.3921
2178,-0.4498
2179,-0.3078
2180,-0.5981
2181,-0.8931
2182,-1.1228
2183,-1.3251
2184,-1.5941
2185,-1.8086
2186,-1.9644
2187,-2.1588
2188,-2.2789
2189,-2.4265
2190,-1.8092
2191,-2.1467
2192,-2.3638
2193,-2.5765
2194,-2.7625
2195,-1.7712
2196,-1.1662
2197,-1.0755
2198,-1.1895
2199,-1.5585
2200,-1.6466
2201,-1.7823
2202,-2.0627
2203,-2.2472
2204,-2.3357
2205,-2.4559
2206,-2.5491
2207,-2.7015
2208,-2.8862
2209,-2.9817
2210,-2.9937
2211,-3.0842
2212,-3.2091
2213,-3.2447
2214,-3.3218
2215,-3.4414
2216,-3.4622
2217,-3.5347
2218,-3.6217
2219,-3.686
2220,-3.7273
2221,-3.8044
2222,-3.827
2223,-3.8789
2224,-3.9261
2225,-3.9734
2226,-4.1132
2227,-4.1227
2228,-4.1869
2229,-4.2742
2230,-4.2599
2231,-4.3791
2232,-4.4445
2233,-4.4162
2234,-4.4639
2235,-4.5449
2236,-4.5221
2237,-4.6151
2238,-4.4162
2239,-3.3303
2240,-3.2497
2241,-2.9035
2242,-2.9915
2243,-3.1962
2244,-3.4126
2245,-3.5624
2246,-3.6071
2247,-3.7868
2248,-3.8531
2249,-4.0268
2250,-4.1146
2251,-4.2548
2252,-4.3488
2253,-4.4354
2254,-4.5324
2255,-4.5739
2256,-4.6424
2257,-4.7892
2258,-4.815
2259,-4.8193
2260,-4.9083
2261,-4.9543
2262,-5.0474
2263,-4.6594
2264,-3.4687
2265,-2.694
2266,-2.3559
2267,-2.3903
2268,-2.5545
2269,-2.8359
2270,-3.0684
2271,-3.1882
2272,-3.3901
2273,-3.5892
2274,-3.72
2275,-3.8699
2276,-4.0639
2277,-4.0747
2278,-4.1077
2279,-4.1589
2280,-4.2525
2281,-4.2748
2282,-4.3552
2283,-4.4281
2284,-4.4219
2285,-4.5196
2286,-4.5922
2287,-4.5176
2288,-4.5082
2289,-4.507
2290,-4.5592
2291,-4.5492
2292,-4.5151
2293,-4.4991
2294,-4.5715
2295,-4.5792
2296,-4.6223
2297,-4.6223
2298,-4.726
2299,-4.742
2300,-4.7815
2301,-4.8007
2302,-4.7215
2303,-3.8949
2304,-2.2153
2305,-1.9447
2306,-1.6331
2307,-1.889
2308,-2.0425
2309,-2.3839
2310,-2.5675
2311,-2.752
2312,-2.8521
2313,-2.9469
2314,-3.0453
2315,-3.2137
2316,-3.3394
2317,-3.4274
2318,-3.4858
2319,-3.5125
2320,-3.5404
2321,-3.6709
2322,-3.7267
2323,-3.7553
2324,-3.8132
2325,-3.9087
2326,-3.9346
2327,-3.9315
2328,-4.0122
2329,-3.9533
2330,-1.8684
2331,-0.9517
2332,-0.717
2333,-0.6339
2334,-0.6164
2335,-0.9964
2336,-1.3461
2337,-1.6379
2338,-1.8459
2339,-2.0603
2340,-2.2292
2341,-2.4088
2342,-2.6262
2343,-2.7951
2344,-2.9482
2345,-3.0757
2346,-3.2048
2347,-3.2959
2348,-3.356
2349,-3.4207
2350,-3.5059
2351,-3.5152
2352,-3.5628
2353,-3.6804
2354,-3.7141
2355,-3.7615
2356,-3.8258
2357,-3.8998
2358,-3.92
2359,-3.9512
2360,-3.9973
2361,-4.0078
2362,-4.0433
2363,-4.1145
2364,-4.1871
2365,-4.2401
2366,-4.3104
2367,-4.4048
2368,-4.4476
2369,-4.5
2370,-4.6151
2371,-4.7149
2372,-4.8299
2373,-4.8816
2374,-4.9486
2375,-4.9588
2376,-4.9858
2377,-5.0482
2378,-5.0722
2379,-5.1144
2380,-5.1273
2381,-5.1522
2382,-5.2181
2383,-5.2498
2384,-5.2227
2385,-5.2458
2386,-5.1917
2387,-4.6015
2388,-4.0224
2389,-4.157
2390,-4.2319
2391,-4.3923
2392,-4.5163
2393,-4.5696
2394,-4.0951
2395,-3.9783
2396,-4.1177
2397,-4.2545
2398,-4.3263
2399,-4.4516
2400,-4.5388
2401,-4.5847
2402,-4.6003
2403,-4.6622
2404,-4.7072
2405,-4.7444
2406,-4.8275
2407,-4.8568
2408,-4.8641
2409,-4.8962
2410,-4.9385
2411,-4.9138
2412,-4.9054
2413,-4.9408
2414,-4.9258
2415,-4.8707
2416,-4.8735
2417,-4.9354
2418,-4.8374
2419,-3.439
2420,-2.9172
2421,-2.6417
2422,-2.6616
2423,-2.8735
2424,-3.1023
2425,-3.1728
2426,-3.2893
2427,-3.4108
2428,-3.4552
2429,-3.5986
2430,-3.6892
2431,-3.8113
2432,-3.9168
2433,-3.913
2434,-3.9274
2435,-3.9884
2436,-4.0418
2437,-4.0823
2438,-4.0769
2439,-4.1222
2440,-4.2141
2441,-4.249
2442,-4.2757
2443,-4.3597
2444,-4.3627
2445,-4.3635
2446,-4.3931
2447,-4.3941
2448,-4.3729
2449,-4.3589
2450,-4.157
2451,-2.8119
2452,-2.5339
2453,-2.3168
2454,-2.2346
2455,-2.3037
2456,-2.4711
2457,-2.706
2458,-2.8572
2459,-3.0321
2460,-3.1501
2461,-3.2499
2462,-3.3679
2463,-3.4444
2464,-3.5069
2465,-3.6636
2466,-3.7584
2467,-3.7688
2468,-3.8126
2469,-3.8267
2470,-3.8758
2471,-3.9106
2472,-3.968
2473,-4.0334
2474,-3.9938
2475,-4.005
2476,-4.0501
2477,-4.1259
2478,-4.1219
2479,-4.1742
2480,-4.2505
2481,-4.2358
2482,-4.264
2483,-4.3041
2484,-4.352
2485,-4.4016
2486,-4.4249
2487,-4.4311
2488,-4.4439
2489,-4.5013
2490,-4.5305
2491,-4.4418
2492,-4.602
2493,-4.6604
2494,-4.7056
2495,-4.8532
2496,-4.9506
2497,-4.9217
2498,-4.7648
2499,-4.8879
2500,-4.4687
2501,-2.9001
2502,-2.051
2503,-1.9329
2504,-2.1818
2505,-2.2798
2506,-2.4267
2507,-2.7953
2508,-2.9631
2509,-2.9682
2510,-2.7743
2511,-2.8538
2512,-2.8323
2513,-2.6997
2514,-2.8208
2515,-2.8546
2516,-2.3898
2517,-2.7573
2518,-2.7851
2519,-2.2431
2520,-2.1301
2521,-1.9959
2522,-1.991
2523,-2.1152
2524,-0.3795
2525,0.3722
2526,1.6395
2527,2.4081
2528,2.386
2529,2.0474
2530,1.9343
2531,1.4785
2532,1.2782
2533,0.971
2534,0.5228
2535,-0.1237
2536,0.6694
2537,2.5734
2538,4.0501
2539,4.2824
2540,3.2033
2541,2.5586
2542,1.9144
2543,1.5304
2544,1.2229
2545,1.0135
2546,0.8049
2547,0.5744
2548,0.3189
2549,0.1186
2550,0.0238
2551,-0.1451
2552,-0.2028
2553,-0.2426
2554,-0.4296
2555,-0.4251
2556,-0.4901
2557,-0.6782
2558,-0.7523
2559,-0.751
2560,-0.8841
2561,-0.9481
2562,-0.989
2563,-1.1886
2564,-1.2636
2565,-1.3393
2566,-1.5732
2567,-1.724
2568,-1.7274
2569,-1.9122
2570,-1.9881
2571,-1.9387
2572,-2.0988
2573,-2.1264
2574,-2.2205
2575,-2.3143
2576,-2.3824
2577,-2.46
2578,-2.562
2579,-2.5526
2580,-2.7111
2581,-2.7792
2582,-2.7508
2583,-2.8963
2584,-2.8047
2585,-2.8838
2586,-3.0107
2587,-3.026
2588,-3.1643
2589,-3.1856
2590,-3.2047
2591,-3.296
2592,-3.299
2593,-3.2886
2594,-3.4456
2595,-3.5046
2596,-3.4635
2597,-3.6237
2598,-3.6308
2599,-3.6765
2600,-3.8351
2601,-3.8612
2602,-3.8232
2603,-3.9377
2604,-3.9606
2605,-3.9479
2606,-4.0868
2607,-4.2115
2608,-4.2091
2609,-4.2981
2610,-4.3734
2611,-4.2926
2612,-4.3553
2613,-4.4658
2614,-4.4779
2615,-4.5652
2616,-4.7132
2617,-4.6776
2618,-4.6947
2619,-4.8359
2620,-4.9141
2621,-4.9871
2622,-5.1387
2623,-5.2279
2624,-5.1918
2625,-5.2343
2626,-5.2537
2627,-5.2005
2628,-5.128
2629,-5.1947
2630,-5.3097
2631,-3.51
2632,-2.7248
2633,-2.7251
2634,-2.7568
2635,-2.9328
2636,-3.1824
2637,-3.2729
2638,-3.4519
2639,-3.526
2640,-3.6522
2641,-3.9246
2642,-3.7464
2643,-3.2915
2644,-3.5297
2645,-3.5628
2646,-3.6142
2647,-3.6857
2648,-3.7457
2649,-3.7712
2650,-3.7349
2651,-3.7913
2652,-3.5926
2653,-3.3738
2654,-3.4481
2655,-3.4973
2656,-3.5142
2657,-3.2585
2658,-3.2744
2659,-3.2517
2660,-3.3228
2661,-3.3705
2662,-3.341
2663,-3.2798
2664,-3.2496
2665,-3.198
2666,-3.2519
2667,-3.2804
2668,-3.2352
2669,-3.1824
2670,-3.1393
2671,-3.1458
2672,-2.1949
2673,0.334
2674,1.8612
2675,3.5718
2676,4.5403
2677,5.8953
2678,7.256
2679,7.2981
2680,9.1843
2681,9.37
2682,10.1304
2683,11.1041
2684,10.1212
2685,10.6378
2686,9.551
2687,8.3718
2688,6.9066
2689,5.9203
2690,5.379
2691,4.5084
2692,4.292
2693,3.7426
2694,3.5091
2695,3.1373
2696,2.5706
2697,2.3852
2698,1.8723
2699,1.7473
2700,1.4512
2701,1.1107
2702,1.0888
2703,0.7726
2704,0.702
2705,0.5222
2706,0.1912
2707,0.1741
2708,-0.1842
2709,-0.2402
2710,-0.3583
2711,-0.6686
2712,-0.6469
2713,-1.0567
2714,-1.1263
2715,-1.2343
2716,-1.4847
2717,-1.4905
2718,-1.885
2719,-1.8341
2720,-2.085
2721,-2.2522
2722,-2.3388
2723,-2.6587
2724,-2.5832
2725,-2.8347
2726,-2.8792
2727,-2.9678
2728,-3.2129
2729,-3.178
2730,-3.5233
2731,-3.6008
2732,-3.6842
2733,-3.8814
2734,-3.8296
2735,-4.1132
2736,-4.0818
2737,-4.2326
2738,-4.3739
2739,-4.3695
2740,-4.6105
2741,-4.5601
2742,-4.7828
2743,-4.7645
2744,-4.8126
2745,-5.0062
2746,-4.9492
2747,-5.1617
2748,-5.0878
2749,-5.1825
2750,-5.3379
2751,-5.2877
2752,-5.47
2753,-5.4087
2754,-5.4474
2755,-5.6077
2756,-5.5434
2757,-5.7065
2758,-4.9808
2759,-4.5683
2760,-4.8125
2761,-4.786
2762,-4.9568
2763,-5.0924
2764,-5.0415
2765,-5.2683
2766,-5.2156
2767,-5.4006
2768,-5.524
2769,-5.501
2770,-5.662
2771,-5.6268
2772,-5.507
2773,-5.5742
2774,-4.8519
2775,-4.3833
2776,-4.31
2777,-3.9663
2778,-3.598
2779,-2.3127
2780,2.5991
2781,3.906
2782,4.894
2783,6.05
2784,7.2943
2785,8.7532
2786,9.4268
2787,9.8651
2788,9.5429
2789,7.0266
2790,5.8496
2791,4.9921
2792,4.0167
2793,3.124
2794,2.9225
2795,2.5535
2796,2.4332
2797,2.1625
2798,1.7789
2799,1.6139
2800,0.9297
2801,0.7189
2802,0.4968
2803,0.2056
2804,0.2103
2805,-0.1536
2806,-0.1069
2807,-0.289
2808,-0.497
2809,-0.537
2810,-0.88
2811,-0.846
2812,-0.9689
2813,-1.1655
2814,-1.2635
2815,-1.5837
2816,-1.5514
2817,-1.8173
2818,-1.893
2819,-1.9246
2820,-2.1703
2821,-2.0774
2822,-2.3976
2823,-2.33
2824,-2.5247
2825,-2.5973
2826,-2.5757
2827,-2.724
2828,-2.6196
2829,-2.7658
2830,-2.7385
2831,-3.031
2832,-3.1412
2833,-3.2397
2834,-3.4849
2835,-3.4761
2836,-3.7595
2837,-3.7514
2838,-4.0376
2839,-4.1836
2840,-4.1429
2841,-4.2392
2842,-4.1344
2843,-4.4269
2844,-4.4153
2845,-4.6831
2846,-4.7136
2847,-4.8296
2848,-4.819
2849,-4.2726
2850,-4.1534
2851,-3.6756
2852,1.3667
2853,3.7196
2854,4.8014
2855,6.2056
2856,5.4701
2857,4.7523
2858,3.0802
2859,1.8676
2860,1.5095
2861,0.5974
2862,0.2315
2863,0.0304
2864,-0.1687
2865,-0.4518
2866,-0.6077
2867,-0.9903
2868,-1.0991
2869,-1.3146
2870,-1.5548
2871,-1.6671
2872,-2.0151
2873,-2.0548
2874,-2.381
2875,-2.3943
2876,-2.5252
2877,-2.7213
2878,-2.777
2879,-3.0806
2880,-3.0404
2881,-3.3422
2882,-3.3274
2883,-3.4857
2884,-3.5273
2885,-3.692
2886,-3.7931
2887,-3.86
2888,-4.0233
2889,-4.1187
2890,-4.2301
2891,-4.3035
2892,-4.3467
2893,-4.5303
2894,-4.5976
2895,-4.7642
2896,-4.6776
2897,-4.873
2898,-4.8286
2899,-4.9678
2900,-4.2324
2901,-3.97
2902,-3.9652
2903,-4.2268
2904,-4.2533
2905,-4.4412
2906,-4.4912
2907,-4.5985
2908,-4.8014
2909,-4.818
2910,-4.795
2911,-3.1181
2912,2.5056
2913,3.929
2914,5.8014
2915,5.3989
2916,6.4605
2917,5.9441
2918,5.7498
2919,5.2812
2920,3.7742
2921,2.7624
2922,1.9376
2923,1.4592
2924,1.1437
2925,0.7
2926,0.5833
2927,0.1159
2928,-0.0809
2929,-0.4383
2930,-0.6937
2931,-0.8935
2932,-1.1908
2933,-1.1898
2934,-1.4955
2935,-1.4434
2936,-1.802
2937,-1.7821
2938,-2.1654
2939,-2.2371
2940,-2.4016
2941,-2.5789
2942,-2.5992
2943,-2.8225
2944,-2.7644
2945,-3.0605
2946,-2.9965
2947,-3.2786
2948,-3.2119
2949,-3.4498
2950,-3.4349
2951,-3.559
2952,-3.706
2953,-3.8107
2954,-4.0301
2955,-4.033
2956,-4.3102
2957,-4.3443
2958,-4.6144
2959,-4.5711
2960,-4.8511
2961,-4.8418
2962,-5.099
2963,-5.1878
2964,-5.3136
2965,-5.3721
2966,-5.3333
2967,-5.5001
2968,-4.9711
2969,-4.3611
2970,-0.9597
2971,1.7575
2972,2.443
2973,4.5366
2974,6.2791
2975,6.9398
2976,4.7627
2977,4.008
2978,2.4731
2979,1.4058
2980,0.496
2981,0.1215
2982,-0.5019
2983,-0.5155
2984,-0.9001
2985,-1.2222
2986,-1.4247
2987,-1.9001
2988,-1.9562
2989,-2.4305
2990,-2.6354
2991,-2.72
2992,-2.9544
2993,-2.9144
2994,-3.2677
2995,-3.4075
2996,-3.2987
2997,-3.3742
2998,-3.4445
2999,-3.7047
3000,-3.7805
3001,-3.669
